Name,Surname,Real Name,Type,Gender,Nationality,Complete Name (Name Surname),Complete Name (Surname Name),Have Image [Y/N]
Poppy Z.,Brite,Billy Martin,"Horror Writer, Novelist",Male,American,"Poppy Z., Brite","Brite, Poppy Z.",
Praxiteles,,,Sculptor,Male,Greek,Praxiteles,Praxiteles,
Primo,Levi,,,,,"Primo, Levi","Levi, Primo",
Procopius,,,Historian,Male,Byzantine,Procopius,Procopius,
Protagoras,,,Philosopher,Male,Greek,Protagoras,Protagoras,
Pyrrho,,,Philosopher,Male,Greek,Pyrrho,Pyrrho,
Pythagoras,,,"Philosopher, Mathematician",Male,Greek,Pythagoras,Pythagoras,
Quentin,Meillassoux,,Philosopher,Male,French,"Quentin, Meillassoux","Meillassoux, Quentin",
Quentin,Tarantino,,"Film Director, Screenwriter",Male,American,"Quentin, Tarantino","Tarantino, Quentin",
Rachel,Carson,,"Marine Biologist, Nature Writer",Female,American,"Rachel, Carson","Carson, Rachel",
Rachilde,,Marguerite Vallette-Eymery,"Novelist, Playwright",Female,French,Rachilde,Rachilde,
Rainer Maria,Rilke,,,,,"Rainer Maria, Rilke","Rilke, Rainer Maria",
Rainer Werner,Fassbinder,,"Film Director, Actor, Playwright",Male,German,"Rainer Werner, Fassbinder","Fassbinder, Rainer Werner",
Ralph Waldo,Emerson,,"Philosopher, Essayist",Male,American,"Ralph Waldo, Emerson","Emerson, Ralph Waldo",
Raphael,,Raffaello Sanzio da Urbino,"Painter, Architect",Male,Italian,Raphael,Raphael,
Raúl,Ruiz,,"Film Director, Writer",Male,Chilean,"Raúl, Ruiz","Ruiz, Raúl",
Ray,Bradbury,,"Novelist, Short Story Writer",Male,American,"Ray, Bradbury","Bradbury, Ray",
Ray,Brassier,,Philosopher,Male,British,"Ray, Brassier","Brassier, Ray",
Ray,Russell,,,,,"Ray, Russell","Russell, Ray",
Raymond,Carver,,"Short Story Writer, Poet",Male,American,"Raymond, Carver","Carver, Raymond",
Raymond,Chandler,,Detective Fiction Writer,Male,American,"Raymond, Chandler","Chandler, Raymond",
Raymond,Pettibon,,"Painter, Illustrator",Male,American,"Raymond, Pettibon","Pettibon, Raymond",
Raymond,Queneau,,,,,"Raymond, Queneau","Queneau, Raymond",
Raymond,Radiguet,,"Novelist, Poet",Male,French,"Raymond, Radiguet","Radiguet, Raymond",
Raymond,Roussel,,Writer,Male,French,"Raymond, Roussel","Roussel, Raymond",
Rebecca,Solnit,,"Writer, Historian",Female,American,"Rebecca, Solnit","Solnit, Rebecca",
Rebecca,Solomon,,Painter,Female,British,"Rebecca, Solomon","Solomon, Rebecca",
Rebecca,West,Cicily Isabel Fairfield,"Journalist, Literary Critic, Travel Writer",Female,British,"Rebecca, West","West, Rebecca",
Reinhard,Ziegler,,Painter,Male,German,"Reinhard, Ziegler","Ziegler, Reinhard",
Rembrandt,,Rembrandt Harmenszoon van Rijn,"Painter, Printmaker",Male,Dutch,Rembrandt,Rembrandt,
Rembrandt,van Rijn,,"Painter, Printmaker",Male,Dutch,"Rembrandt, van Rijn","van Rijn, Rembrandt",
Remedios,Varo,María de los Remedios Alicia Rodriga Varo y Uranga,Painter,Female,"Spanish, Mexican","Remedios, Varo","Varo, Remedios",
René,Barjavel,,,,,"René, Barjavel","Barjavel, René",
René,Daumal,,"Writer, Poet",Male,French,"René, Daumal","Daumal, René",
René,Descartes,,"Philosopher, Mathematician",Male,French,"René, Descartes","Descartes, René",
René,Guénon,,"Metaphysician, Traditionalist",Male,French,"René, Guénon","Guénon, René",
René,Magritte,,Painter,Male,Belgian,"René, Magritte","Magritte, René",
Reza,Negarestani,,Philosopher,Male,Iranian,"Reza, Negarestani","Negarestani, Reza",
Richard,Cavendish,,"Occultist, Historian",Male,British,"Richard, Cavendish","Cavendish, Richard",
Richard,Dadd,,Painter,Male,British,"Richard, Dadd","Dadd, Richard",
Richard,Feynman,,"Physicist, Science Writer",Male,American,"Richard, Feynman","Feynman, Richard",
Richard,Kelly,,"Film Director, Screenwriter",Male,American,"Richard, Kelly","Kelly, Richard",
Richard,Marsh,Richard Bernard Heldmann,Novelist,Male,British,"Richard, Marsh","Marsh, Richard",
Richard,O'Brien,Richard Smith,"Writer, Actor",Male,British,"Richard, O'Brien","O'Brien, Richard",
Richard,Rorty,,Philosopher,Male,American,"Richard, Rorty","Rorty, Richard",
Richard,Serra,,Sculptor,Male,American,"Richard, Serra","Serra, Richard",
Richard,Siken,,Poet,Male,American,"Richard, Siken","Siken, Richard",
Richard,Tennant Cooper,,Painter,Male,British,"Richard, Tennant Cooper","Tennant Cooper, Richard",
Richard,Upton Pickman,Richard Upton Pickman,Painter,Male,American,"Richard, Upton Pickman","Upton Pickman, Richard",
Rick,Harsch,,Novelist,Male,American,"Rick, Harsch","Harsch, Rick",
Ritwik,Ghatak,,"Film Director, Screenwriter",Male,Bengali,"Ritwik, Ghatak","Ghatak, Ritwik",
Roald,Dahl,,,,,"Roald, Dahl","Dahl, Roald",
Robert K.,Massie,Robert Kinloch Massie III,"Historian, Biographer",Male,American,"Robert K., Massie","Massie, Robert K.",
Robert Louis,Stevenson,,Writer,Male,Scottish,"Robert Louis, Stevenson","Stevenson, Robert Louis",
Robert O.,Paxton,,Historian,Male,American,"Robert O., Paxton","Paxton, Robert O.",
Robert W.,Chambers,Robert William Chambers,"Novelist, Artist",Male,American,"Robert W., Chambers","Chambers, Robert W.",
Robert,Aickman,,"Writer, Conservationist",Male,British,"Robert, Aickman","Aickman, Robert",
Robert,Bresson,,"Film Director, Screenwriter",Male,French,"Robert, Bresson","Bresson, Robert",
Robert,Burton,,"Scholar, Writer",Male,English,"Robert, Burton","Burton, Robert",
Robert,Caro,,"Biographer, Journalist",Male,American,"Robert, Caro","Caro, Robert",
Robert,Duncan,,Poet,Male,American,"Robert, Duncan","Duncan, Robert",
Robert,Eggers,,"Film Director, Screenwriter",Male,American,"Robert, Eggers","Eggers, Robert",
Robert,Frost,,Poet,Male,American,"Robert, Frost","Frost, Robert",
Robert,Graves,Robert von Ranke Graves,"Poet, Scholar",Male,British,"Robert, Graves","Graves, Robert",
Robert,Holdstock,Robert Paul Holdstock,Novelist,Male,British,"Robert, Holdstock","Holdstock, Robert",
Robert,Musil,,"Novelist, Essayist",Male,Austrian,"Robert, Musil","Musil, Robert",
Robert,Rauschenberg,,"Painter, Sculptor",Male,American,"Robert, Rauschenberg","Rauschenberg, Robert",
Robert,Sheckley,,,,,"Robert, Sheckley","Sheckley, Robert",
Robert,Walser,,"Writer, Novelist, Poet",Male,Swiss,"Robert, Walser","Walser, Robert",
Roberto,Bolaño,,"Novelist, Short Story Writer, Poet",Male,Chilean,"Roberto, Bolaño","Bolaño, Roberto",Y
Roberto,Calasso,,"Writer, Publisher, Literary Critic",Male,Italian,"Roberto, Calasso","Calasso, Roberto",
Roberto,Esposito,,Philosopher,Male,Italian,"Roberto, Esposito","Esposito, Roberto",
Roberto,Ferri,,Painter,Male,Italian,"Roberto, Ferri","Ferri, Roberto",
Roberto,Juarroz,,"Poet, Professor",Male,Argentine,"Roberto, Juarroz","Juarroz, Roberto",
Roberto,Mangabeira Unger,,"Philosopher, Social Theorist",Male,Brazilian,"Roberto, Mangabeira Unger","Mangabeira Unger, Roberto",
Roberto,Rossellini,,"Film Director, Screenwriter",Male,Italian,"Roberto, Rossellini","Rossellini, Roberto",
Rodolphe,Bresdin,,Printmaker,Male,French,"Rodolphe, Bresdin","Bresdin, Rodolphe",
Roger,Caillois,,"Philosopher, Sociologist",Male,French,"Roger, Caillois","Caillois, Roger",
Rohinton,Mistry,,,,,"Rohinton, Mistry","Mistry, Rohinton",
Roland,Barthes,,"Literary Theorist, Philosopher, Critic",Male,French,"Roland, Barthes","Barthes, Roland",
Rollo,May,,Existential Psychologist,Male,American,"Rollo, May","May, Rollo",
Roman,Polanski,,"Film Director, Screenwriter, Actor",Male,"Polish, French","Roman, Polanski","Polanski, Roman",
Ron,Mueck,,"Sculptor, Hyperrealist artist",Male,Australian,"Ron, Mueck","Mueck, Ron",
Ron,Silliman,,"Poet, Critic, Writer",Male,American,"Ron, Silliman","Silliman, Ron",
Rosaleen,Norton,,"Painter, Occultist",Female,Australian,"Rosaleen, Norton","Norton, Rosaleen",
Roy,Andersson,,Film Director,Male,Swedish,"Roy, Andersson","Andersson, Roy",
Roy,Lichtenstein,,Painter,Male,American,"Roy, Lichtenstein","Lichtenstein, Roy",
Ruben,Östlund,,"Film Director, Screenwriter",Male,Swedish,"Ruben, Östlund","Östlund, Ruben",
Rudolf,Schlichter,,Painter,Male,German,"Rudolf, Schlichter","Schlichter, Rudolf",
Rudolf,Steiner,,"Philosopher, Esotericist",Male,Austrian,"Rudolf, Steiner","Steiner, Rudolf",
Ryūnosuke,Akutagawa,,"Short Story Writer, Poet",Male,Japanese,"Ryūnosuke, Akutagawa","Akutagawa, Ryūnosuke",
Ryūsei,Kishida,,Painter,Male,Japanese,"Ryūsei, Kishida","Kishida, Ryūsei",
s,Barth,,Theologian,Male,Swiss,"s, Barth","Barth, s",
S.E.,Hinton,,,,,"S.E., Hinton","Hinton, S.E.",
Sadegh,Hedayat,,"Short Story Writer, Novelist",Male,Iranian,"Sadegh, Hedayat","Hedayat, Sadegh",
Saint-Pol,Roux,Paul-Pierre Roux,Poet,Male,French,"Saint-Pol, Roux","Roux, Saint-Pol",
Salvador,Dalí,"Salvador Domingo Felipe Jacinto Dalí i Domènech, Marquis of Dalí de Púbol","Painter, Sculptor, Filmmaker",Male,Spanish,"Salvador, Dalí","Dalí, Salvador",
Salvador,Elizondo,,Writer,Male,Mexican,"Salvador, Elizondo","Elizondo, Salvador",
Samantha,Harvey,,Novelist,Female,British,"Samantha, Harvey","Harvey, Samantha",
Samira,Makhmalbaf,,Film Director,Female,Iranian,"Samira, Makhmalbaf","Makhmalbaf, Samira",
Samuel Taylor,Coleridge,,"Poet, Literary Critic, Philosopher",Male,English,"Samuel Taylor, Coleridge","Coleridge, Samuel Taylor",
Samuel,Beckett,,"Playwright, Novelist, Poet",Male,Irish,"Samuel, Beckett","Beckett, Samuel",
Samuel,Delany,,"Science Fiction Writer, Literary Critic",Male,American,"Samuel, Delany","Delany, Samuel",
Sandro,Botticelli,Alessandro di Mariano di Vanni Filipepi,Painter,Male,Italian,"Sandro, Botticelli","Botticelli, Sandro",
Sappho,,,Poet,Female,Greek,Sappho,Sappho,
Sascha,Schneider,,Painter,Male,German,"Sascha, Schneider","Schneider, Sascha",
Satyajit,Ray,,"Film Director, Writer, Composer",Male,Indian,"Satyajit, Ray","Ray, Satyajit",
Saul,Kripke,,"Philosopher, Logician",Male,American,"Saul, Kripke","Kripke, Saul",
Scott,Cunningham,,"Author, Wiccan",Male,American,"Scott, Cunningham","Cunningham, Scott",
Sebastian,Stoskopff,,Painter,Male,French,"Sebastian, Stoskopff","Stoskopff, Sebastian",
Seneca,,Lucius Annaeus Seneca,"Philosopher, Dramatist",Male,Roman,Seneca,Seneca,
Sergei,Eisenstein,,"Film Director, Film Theorist",Male,Soviet,"Sergei, Eisenstein","Eisenstein, Sergei",
Sergei,Loznitsa,,"Film Director, Screenwriter",Male,Ukrainian,"Sergei, Loznitsa","Loznitsa, Sergei",
Sergei,Parajanov,,Film Director,Male,"Armenian, Georgian","Sergei, Parajanov","Parajanov, Sergei",
Sergio,González Rodríguez,,"Journalist, Writer",Male,Mexican,"Sergio, González Rodríguez","González Rodríguez, Sergio",
Seymour,Hersh,,Investigative Journalist,Male,American,"Seymour, Hersh","Hersh, Seymour",
Shams al-Din,Lahiji,,"Philosopher, Mystic",Male,Persian,"Shams al-Din, Lahiji","Lahiji, Shams al-Din",
Shane,Carruth,,"Film Director, Screenwriter, Actor",Male,American,"Shane, Carruth","Carruth, Shane",
Sheridan,Le Fanu,Joseph Sheridan Le Fanu,"Writer, Novelist",Male,Irish,"Sheridan, Le Fanu","Le Fanu, Sheridan",
Shintaro,Kago,,"Manga Artist, Painter",Male,Japanese,"Shintaro, Kago","Kago, Shintaro",
Shion,Sono,,"Film Director, Poet",Male,Japanese,"Shion, Sono","Sono, Shion",
Shōhei,Imamura,,"Film Director, Screenwriter",Male,Japanese,"Shōhei, Imamura","Imamura, Shōhei",
Shuji,Terayama,,"Film Director, Poet, Playwright",Male,Japanese,"Shuji, Terayama","Terayama, Shuji",
Shusaku,Endo,,Novelist,Male,Japanese,"Shusaku, Endo","Endo, Shusaku",
Siddhartha,Mukherjee,,,,,"Siddhartha, Mukherjee","Mukherjee, Siddhartha",
Sidney,Sime,,Illustrator,Male,British,"Sidney, Sime","Sime, Sidney",
Sigrid,Undset,,Novelist,Female,Norwegian,"Sigrid, Undset","Undset, Sigrid",
Silvia,Federici,,"Philosopher, Feminist Scholar",Female,"Italian, American","Silvia, Federici","Federici, Silvia",
Silvina,Ocampo,,"Short Story Writer, Poet",Female,Argentine,"Silvina, Ocampo","Ocampo, Silvina",
Simeon,Solomon,,Painter,Male,British,"Simeon, Solomon","Solomon, Simeon",
Simon Sebag,Montefiore,,"Historian, Writer",Male,British,"Simon Sebag, Montefiore","Montefiore, Simon Sebag",
Simon,Gathercole,,"Biblical Scholar, Theologian",Male,British,"Simon, Gathercole","Gathercole, Simon",
Simon,Renard de Saint-André,,Painter,Male,French,"Simon, Renard de Saint-André","Renard de Saint-André, Simon",
Simone de,Beauvoir,,"Philosopher, Writer",Female,French,"Simone de, Beauvoir","Beauvoir, Simone de",
Simone,de Beauvoir,,"Philosopher, Novelist, Essayist",Female,French,"Simone, de Beauvoir","de Beauvoir, Simone",
Simone,Weil,,"Philosopher, Mystic",Female,French,"Simone, Weil","Weil, Simone",
Sion,Sono,,"Film Director, Poet",Male,Japanese,"Sion, Sono","Sono, Sion",
Sir Edward,John Poynter,,Painter,Male,British,"Sir Edward, John Poynter","John Poynter, Sir Edward",
Sir Frank,Dicksee,,Painter,Male,British,"Sir Frank, Dicksee","Dicksee, Sir Frank",
Sir Thomas,Lawrence,,Painter,Male,British,"Sir Thomas, Lawrence","Lawrence, Sir Thomas",
Slavoj,Žižek,,"Philosopher, Cultural Critic",Male,Slovenian,"Slavoj, Žižek","Žižek, Slavoj",
Socrates,,,Philosopher,Male,Greek,Socrates,Socrates,
Solvej,Balle,,,,,"Solvej, Balle","Balle, Solvej",
Sophocles,,,Playwright,Male,Greek,Sophocles,Sophocles,
Søren,Kierkegaard,,"Philosopher, Theologian",Male,Danish,"Søren, Kierkegaard","Kierkegaard, Søren",
Sri,Aurobindo,,"Philosopher, Poet, Mystic",Male,Indian,"Sri, Aurobindo","Aurobindo, Sri",
St.-John,Perse,Alexis Leger,"Poet, Diplomat",Male,French,"St.-John, Perse","Perse, St.-John",
Stanislav,Grof,,"Psychiatrist, Writer",Male,"Czech, American","Stanislav, Grof","Grof, Stanislav",
Stanislav,Rostotsky,,Film Director,Male,Russian,"Stanislav, Rostotsky","Rostotsky, Stanislav",
Stanislav,Szukalski,,"Painter, Sculptor",Male,Polish,"Stanislav, Szukalski","Szukalski, Stanislav",
Stanisław,Lem,,"Science Fiction Writer, Philosopher",Male,Polish,"Stanisław, Lem","Lem, Stanisław",
Stanisław,Wyspiański,,"Painter, Playwright",Male,Polish,"Stanisław, Wyspiański","Wyspiański, Stanisław",
Stanley,Kubrick,,"Film Director, Screenwriter, Producer",Male,American,"Stanley, Kubrick","Kubrick, Stanley",
Stefan,Brijs,,,,,"Stefan, Brijs","Brijs, Stefan",
Stefan,Zweig,,"Novelist, Playwright, Journalist",Male,Austrian,"Stefan, Zweig","Zweig, Stefan",
Stendhal,,Marie-Henri Beyle,,,,Stendhal,Stendhal,
Stéphane,Mallarmé,,"Poet, Literary Critic",Male,French,"Stéphane, Mallarmé","Mallarmé, Stéphane",
Steve,Erickson,,Novelist,Male,American,"Steve, Erickson","Erickson, Steve",
Steven,L. Peck,,"Novelist, Scientist, Philosopher",Male,American,"Steven, L. Peck","L. Peck, Steven",
Stig,Björkman,,"Film Director, Film Critic",Male,Swedish,"Stig, Björkman","Björkman, Stig",
Straub-Huillet,,Jean-Marie Straub & Danièle Huillet,Filmmaking Duo,Duo,French,Straub-Huillet,Straub-Huillet,
Suetonius,,,,,,Suetonius,Suetonius,
Suhrawardi,,Shahab al-Din Yahya Suhrawardi,"Philosopher, Mystic",Male,Persian,Suhrawardi,Suhrawardi,
Susan,Sontag,,"Novelist, Essayist, Literary Critic, Literary Theorist, Filmmaker",Female,American,"Susan, Sontag","Sontag, Susan",
Susanna,Clarke,,,,,"Susanna, Clarke","Clarke, Susanna",
Suzanne,Valadon,,Painter,Female,French,"Suzanne, Valadon","Valadon, Suzanne",
Suzzan,Blac,,Painter,Female,British,"Suzzan, Blac","Blac, Suzzan",
Svetlana,Alexievich,,"Journalist, Oral Historian",Female,Belarusian,"Svetlana, Alexievich","Alexievich, Svetlana",
Sveva,Caetani,,"Painter, Writer",Female,"Italian, Canadian","Sveva, Caetani","Caetani, Sveva",
Sylvia,Plath,,"Poet, Novelist",Female,American,"Sylvia, Plath","Plath, Sylvia",
T.H.,White,,,,,"T.H., White","White, T.H.",
T.S.,Eliot,Thomas Stearns Eliot,"Poet, Critic",Male,"American, British","T.S., Eliot","Eliot, T.S.",
Takashi,Murakami,,"Artist, Painter, Sculptor",Male,Japanese,"Takashi, Murakami","Murakami, Takashi",
Tamara de,Lempicka,,Painter,Female,Polish,"Tamara de, Lempicka","Lempicka, Tamara de",
Ta-Nehisi,Coates,,"Journalist, Author",Male,American,"Ta-Nehisi, Coates","Coates, Ta-Nehisi",
Tarjei,Vesaas,,"Novelist, Poet",Male,Norwegian,"Tarjei, Vesaas","Vesaas, Tarjei",
Tatyana,Tolstaya,,"Novelist, Short Story Writer, Essayist",Female,Russian,"Tatyana, Tolstaya","Tolstaya, Tatyana",
Ted,Chiang,,Science Fiction Writer,Male,American,"Ted, Chiang","Chiang, Ted",
Teiji,Takai,,Painter,Male,Japanese,"Teiji, Takai","Takai, Teiji",
Terence,Davies,,"Film Director, Screenwriter",Male,British,"Terence, Davies","Davies, Terence",
Terence,McKenna,,"Ethnobotanist, Mystic",Male,American,"Terence, McKenna","McKenna, Terence",
Terrence,Malick,,"Film Director, Screenwriter",Male,American,"Terrence, Malick","Malick, Terrence",
Terry,Eagleton,,"Literary Theorist, Critic",Male,British,"Terry, Eagleton","Eagleton, Terry",
Terry,Gilliam,,"Film Director, Screenwriter, Animator",Male,"British, American","Terry, Gilliam","Gilliam, Terry",
Tess,Gallagher,,"Poet, Short Story Writer",Female,American,"Tess, Gallagher","Gallagher, Tess",
Thales,,,Philosopher,Male,Greek,Thales,Thales,
Theo,Angelopoulos,,"Film Director, Screenwriter",Male,Greek,"Theo, Angelopoulos","Angelopoulos, Theo",
Theodor W.,Adorno,,"Philosopher, Sociologist",Male,German,"Theodor W., Adorno","Adorno, Theodor W.",
Theodor,Adorno,Theodor Ludwig Wiesengrund,"Philosopher, Sociologist",Male,German,"Theodor, Adorno","Adorno, Theodor",
Theodor,Reik,,"Psychoanalyst, Writer",Male,Austrian,"Theodor, Reik","Reik, Theodor",
Theodore Ayrault,Dodge,,,,,"Theodore Ayrault, Dodge","Dodge, Theodore Ayrault",
Théodore,Géricault,Jean-Louis André Théodore Géricault,"Painter, Lithographer",Male,French,"Théodore, Géricault","Géricault, Théodore",
Thich Nhat,Hanh,,"Buddhist Monk, Writer",Male,Vietnamese,"Thich Nhat, Hanh","Hanh, Thich Nhat",
Thierry,Jonquet,,Crime Fiction Writer,Male,French,"Thierry, Jonquet","Jonquet, Thierry",
Thomas à,Kempis,,,,,"Thomas à, Kempis","Kempis, Thomas à",
Thomas Aquinas,,Thomas of Aquino,"Philosopher, Theologian",Male,Italian,Thomas Aquinas,Thomas Aquinas,
Thomas,Bernhard,,"Novelist, Playwright, Poet",Male,Austrian,"Thomas, Bernhard","Bernhard, Thomas",
Thomas,Bulfinch,,Mythographer,Male,American,"Thomas, Bulfinch","Bulfinch, Thomas",
Thomas,Cole,,Painter,Male,"British, American","Thomas, Cole","Cole, Thomas",
Thomas,de Quincey,,,Male,,"Thomas, de Quincey","de Quincey, Thomas",
Thomas,Hardy,,"Novelist, Poet",Male,English,"Thomas, Hardy","Hardy, Thomas",
Thomas,Hobbes,,Philosopher,Male,English,"Thomas, Hobbes","Hobbes, Thomas",
Thomas,Lea,,Painter,Male,American,"Thomas, Lea","Lea, Thomas",
Thomas,Ligotti,,Horror Writer,Male,American,"Thomas, Ligotti","Ligotti, Thomas",
Thomas,Mann,,"Novelist, Short Story Writer, Social Critic",Male,German,"Thomas, Mann","Mann, Thomas",
Thomas,Nagel,,Philosopher,Male,"Serbian, American","Thomas, Nagel","Nagel, Thomas",
Thomas,Pynchon,,Novelist,Male,American,"Thomas, Pynchon","Pynchon, Thomas",
Thomas,Tryon,,"Actor, Novelist",Male,American,"Thomas, Tryon","Tryon, Thomas",
Thomas,Vinterberg,,"Film Director, Screenwriter",Male,Danish,"Thomas, Vinterberg","Vinterberg, Thomas",
Thomas,Wolfe,,Novelist,Male,American,"Thomas, Wolfe","Wolfe, Thomas",
Three Initiates,,,,,,Three Initiates,Three Initiates,
Thucydides,,,Historian,Male,Greek,Thucydides,Thucydides,
Timothy,Morton,,"Philosopher, Ecological Theorist",Male,"British, American","Timothy, Morton","Morton, Timothy",
Titian,,Tiziano Vecellio,Painter,Male,Italian,Titian,Titian,
Titus,Livius,Livy,Historian,Male,Roman,"Titus, Livius","Livius, Titus",
Todd,Haynes,,"Film Director, Screenwriter",Male,American,"Todd, Haynes","Haynes, Todd",
Tom,Tykwer,,"Film Director, Composer",Male,German,"Tom, Tykwer","Tykwer, Tom",
Tom,Wolfe,,"Journalist, Author",Male,American,"Tom, Wolfe","Wolfe, Tom",
Tomas,Tranströmer,,"Poet, Psychologist",Male,Swedish,"Tomas, Tranströmer","Tranströmer, Tomas",
Toni,Morrison,,"Novelist, Essayist, Editor",Female,American,"Toni, Morrison","Morrison, Toni",
Tony,Robert Fleury,,Painter,Male,French,"Tony, Robert Fleury","Robert Fleury, Tony",
Tove,Ditlevsen,,"Poet, Novelist, Short Story Writer",Female,Danish,"Tove, Ditlevsen","Ditlevsen, Tove",
Truman,Capote,,"Novelist, Short Story Writer, Playwright, Journalist",Male,American,"Truman, Capote","Capote, Truman",
Tsai,Ming-liang,,Film Director,Male,"Malaysian, Taiwanese","Tsai, Ming-liang","Ming-liang, Tsai",
Tsuchiya,Koitsu,,"Printmaker, Painter",Male,Japanese,"Tsuchiya, Koitsu","Koitsu, Tsuchiya",
Tsukioka,Yoshitoshi,,"Painter, Printmaker",Male,Japanese,"Tsukioka, Yoshitoshi","Yoshitoshi, Tsukioka",
Umberto,Boccioni,,"Painter, Sculptor",Male,Italian,"Umberto, Boccioni","Boccioni, Umberto",
Umberto,Eco,,"Novelist, Literary Critic, Philosopher",Male,Italian,"Umberto, Eco","Eco, Umberto",
Unica,Zürn,,"Artist, Writer",Female,German,"Unica, Zürn","Zürn, Unica",
Unknown,,,,,,Unknown,Unknown,
Ursula K.,Le Guin,,"Novelist, Short Story Writer, Poet",Female,American,"Ursula K., Le Guin","Le Guin, Ursula K.",
Utagawa,Kuniyoshi,,"Painter, Printmaker",Male,Japanese,"Utagawa, Kuniyoshi","Kuniyoshi, Utagawa",
Valentine Cameron,Prinsep,,Painter,Male,British,"Valentine Cameron, Prinsep","Prinsep, Valentine Cameron",
Valery,Bruisov,Valery Yakovlevich Bryusov,"Poet, Novelist, Literary Critic",Male,Russian,"Valery, Bruisov","Bruisov, Valery",
Valeska,Grisebach,,"Film Director, Screenwriter",Female,German,"Valeska, Grisebach","Grisebach, Valeska",
Varlam,Shalamov,,,,,"Varlam, Shalamov","Shalamov, Varlam",
Vasily,Grossman,,"Novelist, Journalist",Male,Soviet,"Vasily, Grossman","Grossman, Vasily",
Velimir,Khlebnikov,Viktor Vladimirovich Khlebnikov,Poet,Male,Russian,"Velimir, Khlebnikov","Khlebnikov, Velimir",
Věra,Chytilová,,"Film Director, Screenwriter",Female,Czech,"Věra, Chytilová","Chytilová, Věra",
Victor,Brauner,,Painter,Male,Romanian,"Victor, Brauner","Brauner, Victor",
Victor,Erice,,"Film Director, Screenwriter",Male,Spanish,"Victor, Erice","Erice, Victor",
Victor,Hugo,,"Novelist, Poet, Playwright",Male,French,"Victor, Hugo","Hugo, Victor",
Viktor,Frankl,,"Psychiatrist, Holocaust Survivor",Male,Austrian,"Viktor, Frankl","Frankl, Viktor",
Viktor,Vasnetsov,,Painter,Male,Russian,"Viktor, Vasnetsov","Vasnetsov, Viktor",
Vilém,Flusser,,"Philosopher, Media Theorist",Male,"Czech, Brazilian","Vilém, Flusser","Flusser, Vilém",
Vincent,van Gogh,Vincent Willem van Gogh,Painter,Male,Dutch,"Vincent, van Gogh","van Gogh, Vincent",
Vincenzo,Camuccini,,Painter,Male,Italian,"Vincenzo, Camuccini","Camuccini, Vincenzo",
Violette,Leduc,,,,,"Violette, Leduc","Leduc, Violette",
Virginia,Woolf,,"Novelist, Essayist, Publisher, Critic",Female,British,"Virginia, Woolf","Woolf, Virginia",
Virginie,Despentes,,"Novelist, Essayist",Female,French,"Virginie, Despentes","Despentes, Virginie",
Vladimir,Nabokov,,"Novelist, Poet, Scholar",Male,"Russian, American","Vladimir, Nabokov","Nabokov, Vladimir",
Vladimir,Sorokin,,,,,"Vladimir, Sorokin","Sorokin, Vladimir",
Voltaire,,François-Marie Arouet,"Philosopher, Writer",Male,French,Voltaire,Voltaire,
W. G.,Sebald,,"Novelist, Essayist, Academic",Male,German,"W. G., Sebald","Sebald, W. G.",
W.B.,Yeats,,,,,"W.B., Yeats","Yeats, W.B.",
W.G.,Stableford,Brian Stableford,Writer,Male,British,"W.G., Stableford","Stableford, W.G.",
W.H.,Auden,Wystan Hugh Auden,"Poet, Playwright",Male,"British, American","W.H., Auden","Auden, W.H.",
Walerian,Borowczyk,,"Film Director, Animator",Male,Polish,"Walerian, Borowczyk","Borowczyk, Walerian",
Wallace,Stevens,,Poet,Male,American,"Wallace, Stevens","Stevens, Wallace",
Wally,Lamb,,,,,"Wally, Lamb","Lamb, Wally",
Walt,Whitman,,,,,"Walt, Whitman","Whitman, Walt",
Walter,Benjamin,,"Philosopher, Cultural Critic, Essayist",Male,German,"Walter, Benjamin","Benjamin, Walter",
Wassily,Kandinsky,,"Painter, Art Theorist",Male,"Russian, French, German","Wassily, Kandinsky","Kandinsky, Wassily",
Werner,Herzog,,"Film Director, Writer",Male,German,"Werner, Herzog","Herzog, Werner",
Wilhelm,Morgner,,Painter,Male,German,"Wilhelm, Morgner","Morgner, Wilhelm",
Wilkie,Collins,,,,,"Wilkie, Collins","Collins, Wilkie",
Willa,Cather,,"Novelist, Short Story Writer",Female,American,"Willa, Cather","Cather, Willa",
Willem de,Kooning,,Painter,Male,"Dutch, American","Willem de, Kooning","Kooning, Willem de",
William C.,Carter,,"Scholar, Biographer",Male,American,"William C., Carter","Carter, William C.",
William H.,Gass,,"Novelist, Short Story Writer, Critic",Male,American,"William H., Gass","Gass, William H.",
William Hope,Hodgson,,Writer,Male,British,"William Hope, Hodgson","Hodgson, William Hope",
William Makepeace,Thackeray,,,,,"William Makepeace, Thackeray","Thackeray, William Makepeace",
William of Ockham,,,"Philosopher, Theologian",Male,English,William of Ockham,William of Ockham,
William S.,Burroughs,,"Novelist, Short Story Writer",Male,American,"William S., Burroughs","Burroughs, William S.",
William T.,Vollmann,,,,,"William T., Vollmann","Vollmann, William T.",
William,Beckford,,"Gothic Novelist, Art Collector",Male,English,"William, Beckford","Beckford, William",
William,Blake,,"Painter, Poet, Printmaker",Male,British,"William, Blake","Blake, William",
William,Degouve de Nuncques,,Painter,Male,Belgian,"William, Degouve de Nuncques","Degouve de Nuncques, William",
